value,reportDate,prettyValue,realty_id,Адрес,URL,Год постройки,Тип дома,Этажность,Строительная серия,Высота потолков,Газоснабжение,Отопление,Тип перекрытий,Подъездов,Количество лифтов,Мусоропроводов,Квартир,Реновация,Аварийность,Детская площадка,Спортивная площадка,Фонд капитального ремонта,Расстояние до первой станции,Расстояние до второй станции,Расстояние до третьей станции,Название первой станции,Название второй станции,Название третьей станции,Ближайшая станция после тритмента расстояние,Ближайшая станция после тритмента,Ближайшая станция до тритмента расстояние,Ближайшая станция до тритмента,Сокращение расстояния,Number of queries,all_goods_cpi,rent_cpi,cum_goods_cpi,cum_rent_cpi,cumprod,discounted_value
260027.0,2022-01-01,260 027 ₽/м²,36,"Москва, улица Теплый Стан, 12К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+12%D0%9A1&totalArea=38.5&roomsCount=2&offerId=310625201&floor=floorOther&repairType=repairTypeCosmetic,1975,,14,,2.64,Отсутствует,Центральное,Другие,1.0,2 пассажирских,1,97.0,Нет,Нет,Да,Нет,На счете регионального оператора,595.0,2180.0,3557.0,Генерала Тюленева,Тёплый Стан,Коньково,595.0,Генерала Тюленева,2180.0,Тёплый Стан,1585.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,172374.54424925422
231270.0,2022-01-01,231 270 ₽/м²,95,"Москва, улица Теплый Стан, 21К6",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+21%D0%9A6&totalArea=35.8&roomsCount=1&offerId=312986899&floor=floorOther&repairType=repairTypeCosmetic,1973,,9,,2.64,Центральное,Центральное,Другие,8.0,8 пассажирских,8,287.0,Нет,Нет,Да,Нет,На счете регионального оператора,669.0,2301.0,2408.0,Генерала Тюленева,Тютчевская,Тёплый Стан,669.0,Генерала Тюленева,2408.0,Тёплый Стан,1739.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,153311.23632747764
335761.0,2022-01-01,335 761 ₽/м²,7,"Москва, Миклухо-Маклая улица, 27К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout,1981,,16,,2.64,Отсутствует,Центральное,Другие,2.0,4 пассажирских,2,126.0,Нет,Нет,Нет,Нет,,825.0,1180.0,2075.0,Университет Дружбы Народов,Беляево,Калужская,825.0,Университет Дружбы Народов,1180.0,Беляево,355.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,222579.38349353665
266346.0,2022-01-01,266 346 ₽/м²,48,"Москва, улица Академика Варги, 6",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B0%D1%80%D0%B3%D0%B8%2C+6&totalArea=45.2&roomsCount=2&offerId=308908363&floor=floorOther&repairType=repairTypeCosmetic,1974,,12,,2.7,,,Другие,12.0,6 пассажирских,,143.0,Нет,Нет,Нет,Нет,,1196.0,2762.0,4138.0,Генерала Тюленева,Тёплый Стан,Коньково,1196.0,Генерала Тюленева,2762.0,Тёплый Стан,1566.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,176563.4736493205
283139.0,2022-01-01,283 139 ₽/м²,18,"Москва, улица Академика Волгина, 15К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+15%D0%9A1&totalArea=63.0&roomsCount=3&offerId=300302109&floor=floorOther&repairType=repairTypeEuro,1971,Панельный,12,II-57,2.64,Отсутствует,Центральное,Железобетонные,3.0,6 пассажирских,3,143.0,Нет,Нет,Да,Нет,На специальном счете у регионального оператора,715.0,1354.0,1952.0,Университет Дружбы Народов,Беляево,Воронцовская,715.0,Университет Дружбы Народов,1354.0,Беляево,639.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,187695.72422936693
253165.0,2022-01-01,253 165 ₽/м²,86,"Москва, пос. Завода Мосрентген, проезд Музыкальный, 2",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%BF%D0%BE%D1%81.+%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0+%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C+%D0%BF%D1%80%D0%BE%D0%B5%D0%B7%D0%B4+%D0%9C%D1%83%D0%B7%D1%8B%D0%BA%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%2C+2&totalArea=63.0&roomsCount=3&offerId=309757665&floor=floorOne&repairType=repairTypeEuro,1982,Кирпичный,9,1-447,2.65,Отсутствует,Центральное,Другие,1.0,1 пассажирский,1,54.0,Нет,Нет,Да,Нет,На счете регионального оператора,1614.0,1894.0,4772.0,Корниловская,Тютчевская,Саларьево,1614.0,Корниловская,1614.0,Корниловская,0.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,167825.65462379847
243166.0,2022-01-01,243 166 ₽/м²,44,"Москва, улица Академика Виноградова, 6",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+6&totalArea=60.0&roomsCount=3&offerId=308397152&floor=floorOther&repairType=repairTypeEuro,1975,Панельный,9,,2.64,Отсутствует,Центральное,Железобетонные,8.0,8 пассажирских,8,288.0,Нет,Нет,Нет,Нет,На специальном счете организации,1081.0,2892.0,4270.0,Генерала Тюленева,Тёплый Стан,Коньково,1081.0,Генерала Тюленева,2892.0,Тёплый Стан,1811.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,161197.21577726217
251421.0,2022-01-01,251 421 ₽/м²,43,"Москва, улица Академика Виноградова, 4К2",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+4%D0%9A2&totalArea=40.0&roomsCount=2&offerId=310967629&floor=floorOther,1975,,14,,2.64,Отсутствует,Центральное,Другие,1.0,2 пассажирских,1,96.0,Нет,Нет,Да,Нет,На счете регионального оператора,924.0,2754.0,4133.0,Генерала Тюленева,Тёплый Стан,Коньково,924.0,Генерала Тюленева,2754.0,Тёплый Стан,1830.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,166669.53927742792
307190.0,2022-01-01,307 190 ₽/м²,60,"Москва, улица Теплый Стан, 15К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+15%D0%9A1&totalArea=63.5&roomsCount=2&offerId=301855337&floor=floorOther&repairType=repairTypeWithout,1981,Блочный,16,П-44,2.64,,Центральное,Железобетонные,3.0,"3 пассажирских, 3 грузовых",,191.0,Нет,Нет,Нет,Нет,,299.0,1075.0,2466.0,Генерала Тюленева,Тёплый Стан,Тютчевская,299.0,Генерала Тюленева,1075.0,Тёплый Стан,776.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,203639.3768644349
284748.0,2022-01-01,284 748 ₽/м²,46,"Москва, улица Академика Виноградова, 12",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+12&totalArea=50.8&roomsCount=2&offerId=304858455&floor=floorOther&repairType=repairTypeEuro,1975,Панельный,16,ii-68,2.48,Отсутствует,Центральное,Железобетонные,1.0,2 пассажирских,1,111.0,Нет,Нет,Да,Нет,На счете регионального оператора,1145.0,2849.0,4227.0,Генерала Тюленева,Тёплый Стан,Коньково,1145.0,Генерала Тюленева,2849.0,Тёплый Стан,1704.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,188762.3467020219
253202.0,2022-01-01,253 202 ₽/м²,49,"Москва, улица Академика Варги, 2",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B0%D1%80%D0%B3%D0%B8%2C+2&totalArea=32.5&roomsCount=1&offerId=312295732&floor=floorOne&repairType=repairTypeEuro,1974,Панельный,9,,2.7,Отсутствует,Центральное,Железобетонные,16.0,16 пассажирских,16,575.0,Нет,Нет,Нет,Нет,На счете регионального оператора,1124.0,1655.0,2733.0,Генерала Тюленева,Тропарёво,Тёплый Стан,1124.0,Генерала Тюленева,1655.0,Тропарёво,531.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,167850.18230029833
235000.0,2022-01-01,235 000 ₽/м²,77,"Москва, улица Академика Арцимовича, 5К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%90%D1%80%D1%86%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87%D0%B0%2C+5%D0%9A1&totalArea=41.8&roomsCount=2&offerId=313486539&floor=floorOther&repairType=repairTypeEuro,1967,Панельный,5,1-515,2.64,Центральное,Центральное,Железобетонные,5.0,Нет,Нет,118.0,Да,Нет,Да,Да,На специальном счете у регионального оператора,926.0,1065.0,1292.0,Беляево,Университет Дружбы Народов,Коньково,926.0,Беляево,926.0,Беляево,0.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,155783.8912827312
340085.0,2022-01-01,340 085 ₽/м²,11,"Москва, улица Саморы Машела, 2А",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+2%D0%90&totalArea=120.0&roomsCount=3&offerId=309980787&floor=floorOther&repairType=repairTypeDesign,2018,Монолитный,7,,3.0,,,,,1 пассажирский,,,Нет,Нет,Нет,Нет,,998.0,2498.0,2809.0,Университет Дружбы Народов,Беляево,Коньково,998.0,Университет Дружбы Народов,2498.0,Беляево,1500.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,225445.8070931389
306936.0,2022-01-01,306 936 ₽/м²,27,"Москва, улица Островитянова, 9",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9&totalArea=66.6&roomsCount=2&offerId=311234104&floor=floorOther&repairType=repairTypeCosmetic,2004,,16,Индивидуальный проект,2.78,Отсутствует,Центральное,Другие,7.0,"7 пассажирских, 7 грузовых",7,335.0,Нет,Нет,Нет,Нет,На счете регионального оператора,1324.0,1874.0,2496.0,Университет Дружбы Народов,Коньково,Тропарёво,1324.0,Университет Дружбы Народов,1874.0,Коньково,550.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,203470.9976798144
358878.0,2022-01-01,358 878 ₽/м²,47,"Москва, улица Академика Виноградова, 1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+1&totalArea=102.2&roomsCount=3&offerId=311371966&floor=floorOther&repairType=repairTypeEuro,2011,Монолитный,23,Индивидуальный проект,2.8,Отсутствует,Центральное,Железобетонные,5.0,"5 пассажирских, 5 грузовых",5,321.0,Нет,Нет,Да,Да,На счете регионального оператора,880.0,2434.0,3811.0,Генерала Тюленева,Тёплый Стан,Коньково,880.0,Генерала Тюленева,2434.0,Тёплый Стан,1554.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,237903.8780245277
326923.0,2022-01-01,326 923 ₽/м²,78,"Москва, улица Академика Волгина, 14К3",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro,1999,Панельный,17,П-3М,2.64,Отсутствует,Центральное,Железобетонные,3.0,"3 пассажирских, 3 грузовых",3,192.0,Нет,Нет,Да,Да,На специальном счете у регионального оператора,1246.0,1345.0,2077.0,Университет Дружбы Народов,Коньково,Беляево,1246.0,Университет Дружбы Народов,1345.0,Коньково,99.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,216720.5833609546
322061.0,2022-01-01,322 061 ₽/м²,91,"Москва, улица Теплый Стан, 9К6",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+9%D0%9A6&totalArea=60.1&roomsCount=3&offerId=312759234&floor=floorOther&repairType=repairTypeCosmetic,1988,,14,,2.64,Отсутствует,Центральное,Другие,2.0,4 пассажирских,2,110.0,Нет,Нет,Да,Нет,На счете регионального оператора,946.0,991.0,2509.0,Генерала Тюленева,Тёплый Стан,Тютчевская,946.0,Генерала Тюленева,991.0,Тёплый Стан,45.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,213497.51408684123
254785.0,2022-01-01,254 785 ₽/м²,40,"Москва, улица Теплый Стан, 14/2",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+14%2F2&totalArea=44.4&roomsCount=2&offerId=301200222&floor=floorOther&repairType=repairTypeCosmetic,1975,,9,,2.64,Центральное,Центральное,Другие,16.0,16 пассажирских,16,575.0,Нет,Нет,Да,Нет,На счете регионального оператора,717.0,2290.0,3667.0,Генерала Тюленева,Тёплый Стан,Коньково,717.0,Генерала Тюленева,2290.0,Тёплый Стан,1573.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,168899.56910838583
299964.0,2022-01-01,299 964 ₽/м²,39,"Москва, улица Теплый Стан, 27",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+27&totalArea=54.0&roomsCount=2&offerId=311120890&floor=floorLast&repairType=repairTypeCosmetic,1981,,16,,2.64,Отсутствует,Центральное,Железобетонные,8.0,16 пассажирских,8,510.0,Нет,Нет,Да,Нет,На счете регионального оператора,669.0,2243.0,3620.0,Генерала Тюленева,Тёплый Стан,Коньково,669.0,Генерала Тюленева,2243.0,Тёплый Стан,1574.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,198849.1879350348
251370.0,2022-01-01,251 370 ₽/м²,97,"Москва, улица Теплый Стан, 12К4",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+12%D0%9A4&totalArea=49.8&roomsCount=3&offerId=313168066&floor=floorOther&repairType=repairTypeCosmetic,1975,,9,,2.64,Отсутствует,Центральное,Другие,8.0,8 пассажирских,8,288.0,Нет,Нет,Да,Нет,На счете регионального оператора,717.0,2290.0,3667.0,Генерала Тюленева,Тёплый Стан,Коньково,717.0,Генерала Тюленева,2290.0,Тёплый Стан,1573.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,166635.73085846868
198917.0,2022-01-01,198 917 ₽/м²,67,"Москва, пос. Завода Мосрентген, улица Героя России Соломатина, 18",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%BF%D0%BE%D1%81.+%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0+%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D1%80%D0%BE%D1%8F+%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8+%D0%A1%D0%BE%D0%BB%D0%BE%D0%BC%D0%B0%D1%82%D0%B8%D0%BD%D0%B0%2C+18&totalArea=50.5&roomsCount=1&offerId=310314749&floor=floorTwo&repairType=repairTypeWithout,2002,Панельный,10,Индивидуальный проект,2.65,Отсутствует,Центральное,Железобетонные,6.0,"6 пассажирских, 6 грузовых",6,248.0,Нет,Нет,Нет,Нет,На специальном счете организации,914.0,3626.0,4160.0,Тютчевская,Тёплый Стан,Саларьево,914.0,Тютчевская,3626.0,Тёплый Стан,2712.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,131864.1034139874
238372.0,2022-01-01,238 372 ₽/м²,89,"Москва, пос. Завода Мосрентген, 15",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%BF%D0%BE%D1%81.+%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0+%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C+15&totalArea=60.3&roomsCount=3&offerId=309818928&floor=floorLast&repairType=repairTypeCosmetic,1976,Кирпичный,9,1-447,2.5,Центральное,Центральное,Железобетонные,1.0,1 пассажирский,1,54.0,Нет,Нет,Нет,Нет,,1658.0,1660.0,4127.0,Генерала Тюленева,Тютчевская,Саларьево,1658.0,Генерала Тюленева,4127.0,Саларьево,2469.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,158019.22439509447
267314.0,2022-01-01,267 314 ₽/м²,59,"Москва, улица Теплый Стан, 15К7",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+15%D0%9A7&totalArea=52.0&roomsCount=2&offerId=309113077&floor=floorOther&repairType=repairTypeCosmetic,1973,,12,,2.48,Отсутствует,Центральное,Другие,3.0,6 пассажирских,3,168.0,Нет,Нет,Да,Нет,На счете регионального оператора,421.0,1241.0,2279.0,Генерала Тюленева,Тёплый Стан,Тютчевская,421.0,Генерала Тюленева,1241.0,Тёплый Стан,820.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,177205.17069937024
253385.0,2022-01-01,253 385 ₽/м²,38,"Москва, улица Теплый Стан, 25К4",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+25%D0%9A4&totalArea=62.0&roomsCount=3&offerId=288824068&floor=floorOther&repairType=repairTypeCosmetic,1973,,12,,2.48,Отсутствует,Центральное,Другие,3.0,6 пассажирских,3,168.0,Нет,Нет,Да,Нет,На счете регионального оператора,809.0,2518.0,2523.0,Генерала Тюленева,Тютчевская,Тёплый Стан,809.0,Генерала Тюленева,2523.0,Тёплый Стан,1714.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,167971.49486244615
257023.0,2022-01-01,257 023 ₽/м²,29,"Москва, улица Теплый Стан, 21К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+21%D0%9A1&totalArea=75.0&roomsCount=3&offerId=303230896&floor=floorOther&repairType=repairTypeCosmetic,1981,,16,,2.64,Отсутствует,Центральное,Другие,4.0,8 пассажирских,4,255.0,Нет,Нет,Да,Нет,На счете регионального оператора,418.0,1698.0,2574.0,Генерала Тюленева,Тёплый Стан,Тютчевская,418.0,Генерала Тюленева,1698.0,Тёплый Стан,1280.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,170383.16208153794
259046.0,2022-01-01,259 046 ₽/м²,34,"Москва, улица Теплый Стан, 25К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+25%D0%9A1&totalArea=37.6&roomsCount=1&offerId=310947195&floor=floorLast&repairType=repairTypeEuro,1981,Панельный,16,П-44,2.64,Отсутствует,Центральное,Железобетонные,4.0,8 пассажирских,4,255.0,Нет,Нет,Нет,Нет,,473.0,2061.0,2517.0,Генерала Тюленева,Тёплый Стан,Тютчевская,473.0,Генерала Тюленева,2061.0,Тёплый Стан,1588.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,171724.2293669208
312601.0,2022-01-01,312 601 ₽/м²,73,"Москва, улица Академика Опарина, 4к1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%9E%D0%BF%D0%B0%D1%80%D0%B8%D0%BD%D0%B0%2C+4%D0%BA1&totalArea=54.0&roomsCount=1&offerId=313034357&floor=floorOther&repairType=repairTypeDesign,2010,Панельный,16,Индивидуальный проект,2.7,Отсутствует,Центральное,Железобетонные,8.0,"13 пассажирских, 3 грузовых",8,416.0,Нет,Нет,Да,Да,,475.0,2167.0,3113.0,Университет Дружбы Народов,Коньково,Тропарёво,475.0,Университет Дружбы Народов,2167.0,Коньково,1692.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,207226.38382499173
249584.0,2022-01-01,249 584 ₽/м²,41,"Москва, улица Академика Варги, 5",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B0%D1%80%D0%B3%D0%B8%2C+5&totalArea=76.2&roomsCount=4&offerId=308144018&floor=floorOne&repairType=repairTypeCosmetic,1994,,14,,2.64,Отсутствует,Центральное,Другие,8.0,16 пассажирских,8,346.0,Нет,Нет,Да,Да,На счете регионального оператора,1036.0,2470.0,2908.0,Генерала Тюленева,Тютчевская,Тёплый Стан,1036.0,Генерала Тюленева,2908.0,Тёплый Стан,1872.0,5887.0,1.0063,1.0,1.1370209867665395,1.24958812747864,1.5085,165451.77328471994
