value,reportDate,prettyValue,realty_id,Адрес,URL,Год постройки,Тип дома,Этажность,Строительная серия,Высота потолков,Газоснабжение,Отопление,Тип перекрытий,Подъездов,Количество лифтов,Мусоропроводов,Квартир,Реновация,Аварийность,Детская площадка,Спортивная площадка,Фонд капитального ремонта,Расстояние до первой станции,Расстояние до второй станции,Расстояние до третьей станции,Название первой станции,Название второй станции,Название третьей станции,Ближайшая станция после тритмента расстояние,Ближайшая станция после тритмента,Ближайшая станция до тритмента расстояние,Ближайшая станция до тритмента,Сокращение расстояния,Number of queries,all_goods_cpi,rent_cpi,cum_goods_cpi,cum_rent_cpi,cumprod,discounted_value
215956.0,2020-10-01,215 956 ₽/м²,37,"Москва, улица Теплый Стан, 25К5",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+25%D0%9A5&totalArea=45.0&roomsCount=2&offerId=308637655&floor=floorOther&repairType=repairTypeDesign,1973,,12,,2.48,Отсутствует,Центральное,Другие,3.0,6 пассажирских,3,168.0,Нет,Нет,Да,Нет,На счете регионального оператора,852.0,2330.0,2601.0,Генерала Тюленева,Тютчевская,Тёплый Стан,852.0,Генерала Тюленева,2601.0,Тёплый Стан,1749.0,171.0,1.0021,1.0,1.030485719941373,0.9929,1.1582,186458.29735796928
213435.0,2020-10-01,213 435 ₽/м²,2,"Москва, улица Бутлерова, 2К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%91%D1%83%D1%82%D0%BB%D0%B5%D1%80%D0%BE%D0%B2%D0%B0%2C+2%D0%9A1&totalArea=60.0&roomsCount=3&offerId=311850058&floor=floorOther&repairType=repairTypeDesign,1967,Панельный,9,,2.5,Центральное,Центральное,Железобетонные,4.0,4 пассажирских,4,144.0,Нет,Нет,Да,Да,На специальном счете у регионального оператора,1297.0,1311.0,1483.0,Университет Дружбы Народов,Калужская,Воронцовская,1297.0,Университет Дружбы Народов,1311.0,Калужская,14.0,171.0,1.0021,1.0,1.030485719941373,0.9929,1.1582,184281.64393023658
217136.0,2020-10-01,217 136 ₽/м²,60,"Москва, улица Теплый Стан, 15К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+15%D0%9A1&totalArea=63.5&roomsCount=2&offerId=301855337&floor=floorOther&repairType=repairTypeWithout,1981,Блочный,16,П-44,2.64,,Центральное,Железобетонные,3.0,"3 пассажирских, 3 грузовых",,191.0,Нет,Нет,Нет,Нет,,299.0,1075.0,2466.0,Генерала Тюленева,Тёплый Стан,Тютчевская,299.0,Генерала Тюленева,1075.0,Тёплый Стан,776.0,171.0,1.0021,1.0,1.030485719941373,0.9929,1.1582,187477.11966845105
199887.0,2020-10-01,199 887 ₽/м²,51,"Москва, улица Академика Варги, 28",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B0%D1%80%D0%B3%D0%B8%2C+28&totalArea=32.6&roomsCount=1&offerId=307775309&floor=floorOther&repairType=repairTypeDesign,1974,,9,,2.64,Отсутствует,Центральное,Другие,16.0,16 пассажирских,16,576.0,Нет,Нет,Да,Да,На счете регионального оператора,1484.0,1601.0,3235.0,Генерала Тюленева,Тропарёво,Тёплый Стан,1484.0,Генерала Тюленева,1601.0,Тропарёво,117.0,171.0,1.0021,1.0,1.030485719941373,0.9929,1.1582,172584.1823519254
213158.0,2020-10-01,213 158 ₽/м²,29,"Москва, улица Теплый Стан, 21К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+21%D0%9A1&totalArea=75.0&roomsCount=3&offerId=303230896&floor=floorOther&repairType=repairTypeCosmetic,1981,,16,,2.64,Отсутствует,Центральное,Другие,4.0,8 пассажирских,4,255.0,Нет,Нет,Да,Нет,На счете регионального оператора,418.0,1698.0,2574.0,Генерала Тюленева,Тёплый Стан,Тютчевская,418.0,Генерала Тюленева,1698.0,Тёплый Стан,1280.0,171.0,1.0021,1.0,1.030485719941373,0.9929,1.1582,184042.4797098947
376707.0,2020-10-01,376 707 ₽/м²,79,"Москва, улица Островитянова, 11К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+11%D0%9A1&totalArea=120.0&roomsCount=4&offerId=303619557&floor=floorOther&repairType=repairTypeDesign,2004,Монолитный,16,Индивидуальный проект,3.0,Центральное,Центральное,Железобетонные,1.0,2 пассажирских,1,50.0,Нет,Нет,Нет,Нет,,1241.0,1397.0,2357.0,Университет Дружбы Народов,Коньково,Беляево,1241.0,Университет Дружбы Народов,1397.0,Коньково,156.0,171.0,1.0021,1.0,1.030485719941373,0.9929,1.1582,325252.1153514074
239385.0,2020-10-01,239 385 ₽/м²,34,"Москва, улица Теплый Стан, 25К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+25%D0%9A1&totalArea=37.6&roomsCount=1&offerId=310947195&floor=floorLast&repairType=repairTypeEuro,1981,Панельный,16,П-44,2.64,Отсутствует,Центральное,Железобетонные,4.0,8 пассажирских,4,255.0,Нет,Нет,Нет,Нет,,473.0,2061.0,2517.0,Генерала Тюленева,Тёплый Стан,Тютчевская,473.0,Генерала Тюленева,2061.0,Тёплый Стан,1588.0,171.0,1.0021,1.0,1.030485719941373,0.9929,1.1582,206687.10067345883
201613.0,2020-10-01,201 613 ₽/м²,24,"Москва, улица Академика Арцимовича, 8",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%90%D1%80%D1%86%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87%D0%B0%2C+8&totalArea=45.8&roomsCount=2&offerId=311262176&floor=floorLast&repairType=repairTypeCosmetic,1968,Панельный,9,II-57,2.6,Центральное,Центральное,Железобетонные,5.0,5 пассажирских,5,160.0,Нет,Нет,Нет,Нет,,1060.0,1194.0,1407.0,Университет Дружбы Народов,Беляево,Коньково,1060.0,Университет Дружбы Народов,1194.0,Беляево,134.0,171.0,1.0021,1.0,1.030485719941373,0.9929,1.1582,174074.42583318945
155964.0,2020-10-01,155 964 ₽/м²,68,"Москва, пос. Завода Мосрентген, 35",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%BF%D0%BE%D1%81.+%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0+%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C+35&totalArea=54.0&roomsCount=1&offerId=312231467&floor=floorTwo&repairType=repairTypeDesign,2013,Монолитный,16,,2.8,Отсутствует,Центральное,Железобетонные,3.0,"3 пассажирских, 3 грузовых",3,200.0,Нет,Нет,Нет,Нет,На счете регионального оператора,1319.0,1581.0,4583.0,Генерала Тюленева,Тютчевская,Саларьево,1319.0,Генерала Тюленева,4583.0,Саларьево,3264.0,171.0,1.0021,1.0,1.030485719941373,0.9929,1.1582,134660.68036608532
206667.0,2020-10-01,206 667 ₽/м²,93,"Москва, улица Генерала Тюленева, 3",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0+%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C+3&totalArea=51.0&roomsCount=2&offerId=313645435&floor=floorOther&repairType=repairTypeCosmetic,1981,,16,,2.64,Отсутствует,Центральное,Другие,4.0,8 пассажирских,4,255.0,Нет,Нет,Да,Нет,На счете регионального оператора,188.0,1369.0,2258.0,Генерала Тюленева,Тёплый Стан,Тютчевская,188.0,Генерала Тюленева,1369.0,Тёплый Стан,1181.0,171.0,1.0021,1.0,1.030485719941373,0.9929,1.1582,178438.0935935072
189394.0,2020-10-01,189 394 ₽/м²,90,"Москва, улица Генерала Тюленева, 27",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0+%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C+27&totalArea=52.1&roomsCount=2&offerId=302329954&floor=floorOther&repairType=repairTypeCosmetic,1979,,16,,2.48,Отсутствует,Центральное,Другие,2.0,4 пассажирских,2,207.0,Нет,Нет,Да,Нет,На счете регионального оператора,1140.0,1258.0,2234.0,Генерала Тюленева,Тёплый Стан,Тютчевская,1140.0,Генерала Тюленева,1258.0,Тёплый Стан,118.0,171.0,1.0021,1.0,1.030485719941373,0.9929,1.1582,163524.43446727682
173077.0,2020-10-01,173 077 ₽/м²,64,"Москва, улица Теплый Стан, 15К4",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+15%D0%9A4&totalArea=34.8&roomsCount=1&offerId=312464277&floor=floorOne&repairType=repairTypeDesign,1974,,12,,2.48,Отсутствует,Центральное,Другие,3.0,6 пассажирских,3,168.0,Нет,Нет,Да,Нет,На счете регионального оператора,767.0,1245.0,2074.0,Генерала Тюленева,Тёплый Стан,Тютчевская,767.0,Генерала Тюленева,1245.0,Тёплый Стан,478.0,171.0,1.0021,1.0,1.030485719941373,0.9929,1.1582,149436.19409428423
200682.0,2020-10-01,200 682 ₽/м²,59,"Москва, улица Теплый Стан, 15К7",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+15%D0%9A7&totalArea=52.0&roomsCount=2&offerId=309113077&floor=floorOther&repairType=repairTypeCosmetic,1973,,12,,2.48,Отсутствует,Центральное,Другие,3.0,6 пассажирских,3,168.0,Нет,Нет,Да,Нет,На счете регионального оператора,421.0,1241.0,2279.0,Генерала Тюленева,Тёплый Стан,Тютчевская,421.0,Генерала Тюленева,1241.0,Тёплый Стан,820.0,171.0,1.0021,1.0,1.030485719941373,0.9929,1.1582,173270.59229839407
222657.0,2020-10-01,222 657 ₽/м²,18,"Москва, улица Академика Волгина, 15К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+15%D0%9A1&totalArea=63.0&roomsCount=3&offerId=300302109&floor=floorOther&repairType=repairTypeEuro,1971,Панельный,12,II-57,2.64,Отсутствует,Центральное,Железобетонные,3.0,6 пассажирских,3,143.0,Нет,Нет,Да,Нет,На специальном счете у регионального оператора,715.0,1354.0,1952.0,Университет Дружбы Народов,Беляево,Воронцовская,715.0,Университет Дружбы Народов,1354.0,Беляево,639.0,171.0,1.0021,1.0,1.030485719941373,0.9929,1.1582,192243.99930927303
181759.0,2020-10-01,181 759 ₽/м²,49,"Москва, улица Академика Варги, 2",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B0%D1%80%D0%B3%D0%B8%2C+2&totalArea=32.5&roomsCount=1&offerId=312295732&floor=floorOne&repairType=repairTypeEuro,1974,Панельный,9,,2.7,Отсутствует,Центральное,Железобетонные,16.0,16 пассажирских,16,575.0,Нет,Нет,Нет,Нет,На счете регионального оператора,1124.0,1655.0,2733.0,Генерала Тюленева,Тропарёво,Тёплый Стан,1124.0,Генерала Тюленева,1655.0,Тропарёво,531.0,171.0,1.0021,1.0,1.030485719941373,0.9929,1.1582,156932.30875496462
186538.0,2020-10-01,186 538 ₽/м²,63,"Москва, улица Теплый Стан, 15К5",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+15%D0%9A5&totalArea=61.5&roomsCount=3&offerId=294319016&floor=floorOther&repairType=repairTypeWithout,1973,,12,,2.48,Отсутствует,Центральное,Другие,3.0,6 пассажирских,3,168.0,Нет,Нет,Да,Нет,На счете регионального оператора,608.0,1265.0,2222.0,Генерала Тюленева,Тёплый Стан,Тютчевская,608.0,Генерала Тюленева,1265.0,Тёплый Стан,657.0,171.0,1.0021,1.0,1.030485719941373,0.9929,1.1582,161058.53911241583
184102.0,2020-10-01,184 102 ₽/м²,41,"Москва, улица Академика Варги, 5",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B0%D1%80%D0%B3%D0%B8%2C+5&totalArea=76.2&roomsCount=4&offerId=308144018&floor=floorOne&repairType=repairTypeCosmetic,1994,,14,,2.64,Отсутствует,Центральное,Другие,8.0,16 пассажирских,8,346.0,Нет,Нет,Да,Да,На счете регионального оператора,1036.0,2470.0,2908.0,Генерала Тюленева,Тютчевская,Тёплый Стан,1036.0,Генерала Тюленева,2908.0,Тёплый Стан,1872.0,171.0,1.0021,1.0,1.030485719941373,0.9929,1.1582,158955.27542738733
213120.0,2020-10-01,213 120 ₽/м²,45,"Москва, улица Академика Виноградова, 4К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+4%D0%9A1&totalArea=34.1&roomsCount=1&offerId=305930485&floor=floorOne&repairType=repairTypeCosmetic,1975,,14,,2.64,Отсутствует,Центральное,Другие,1.0,2 пассажирских,1,96.0,Нет,Нет,Да,Нет,На счете регионального оператора,988.0,2683.0,4063.0,Генерала Тюленева,Тёплый Стан,Коньково,988.0,Генерала Тюленева,2683.0,Тёплый Стан,1695.0,171.0,1.0021,1.0,1.030485719941373,0.9929,1.1582,184009.67017786222
260275.0,2020-10-01,260 275 ₽/м²,47,"Москва, улица Академика Виноградова, 1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+1&totalArea=102.2&roomsCount=3&offerId=311371966&floor=floorOther&repairType=repairTypeEuro,2011,Монолитный,23,Индивидуальный проект,2.8,Отсутствует,Центральное,Железобетонные,5.0,"5 пассажирских, 5 грузовых",5,321.0,Нет,Нет,Да,Да,На счете регионального оператора,880.0,2434.0,3811.0,Генерала Тюленева,Тёплый Стан,Коньково,880.0,Генерала Тюленева,2434.0,Тёплый Стан,1554.0,171.0,1.0021,1.0,1.030485719941373,0.9929,1.1582,224723.70920393718
243168.0,2020-10-01,243 168 ₽/м²,17,"Москва, улица Академика Волгина, 15К3",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+15%D0%9A3&totalArea=66.4&roomsCount=3&offerId=311328806&floor=floorOther&repairType=repairTypeWithout,1981,Панельный,16,,2.6,Отсутствует,Центральное,Железобетонные,2.0,"2 пассажирских, 2 грузовых",2,121.0,Нет,Нет,Да,Нет,На специальном счете у регионального оператора,527.0,1228.0,1953.0,Университет Дружбы Народов,Беляево,Калужская,527.0,Университет Дружбы Народов,1228.0,Беляево,701.0,171.0,1.0021,1.0,1.030485719941373,0.9929,1.1582,209953.3759281644
211714.0,2020-11-01,211 714 ₽/м²,3,"Москва, улица Обручева, 28К3",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D0%B1%D1%80%D1%83%D1%87%D0%B5%D0%B2%D0%B0%2C+28%D0%9A3&totalArea=52.5&roomsCount=3&offerId=307635407&floor=floorOther&repairType=repairTypeWithout,1966,,16,,2.65,Отсутствует,Центральное,Железобетонные,1.0,"1 пассажирский, 1 грузовой",1,111.0,Нет,Нет,Нет,Нет,На счете регионального оператора,978.0,1816.0,2680.0,Университет Дружбы Народов,Воронцовская,Новаторская,978.0,Университет Дружбы Народов,1816.0,Воронцовская,838.0,1252.0,1.007,1.0,1.0376991199809629,0.9929,1.1582,182795.71749266103
164063.0,2020-11-01,164 063 ₽/м²,85,"Москва, пос. Завода Мосрентген, улица Героя России Соломатина, 5",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%BF%D0%BE%D1%81.+%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0+%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D1%80%D0%BE%D1%8F+%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8+%D0%A1%D0%BE%D0%BB%D0%BE%D0%BC%D0%B0%D1%82%D0%B8%D0%BD%D0%B0%2C+5&totalArea=60.0&roomsCount=3&offerId=312946294&floor=floorOther&repairType=repairTypeCosmetic,1980,Панельный,12,Индивидуальный проект,,Отсутствует,Центральное,Железобетонные,3.0,"6 пассажирских, 3 грузовых",3,168.0,Нет,Нет,Нет,Нет,На счете регионального оператора,1178.0,2938.0,3900.0,Тютчевская,Корниловская,Саларьево,1178.0,Тютчевская,2938.0,Корниловская,1760.0,1252.0,1.007,1.0,1.0376991199809629,0.9929,1.1582,141653.42773268867
189887.0,2020-11-01,189 887 ₽/м²,49,"Москва, улица Академика Варги, 2",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B0%D1%80%D0%B3%D0%B8%2C+2&totalArea=32.5&roomsCount=1&offerId=312295732&floor=floorOne&repairType=repairTypeEuro,1974,Панельный,9,,2.7,Отсутствует,Центральное,Железобетонные,16.0,16 пассажирских,16,575.0,Нет,Нет,Нет,Нет,На счете регионального оператора,1124.0,1655.0,2733.0,Генерала Тюленева,Тропарёво,Тёплый Стан,1124.0,Генерала Тюленева,1655.0,Тропарёво,531.0,1252.0,1.007,1.0,1.0376991199809629,0.9929,1.1582,163950.09497496116
221973.0,2020-11-01,221 973 ₽/м²,44,"Москва, улица Академика Виноградова, 6",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+6&totalArea=60.0&roomsCount=3&offerId=308397152&floor=floorOther&repairType=repairTypeEuro,1975,Панельный,9,,2.64,Отсутствует,Центральное,Железобетонные,8.0,8 пассажирских,8,288.0,Нет,Нет,Нет,Нет,На специальном счете организации,1081.0,2892.0,4270.0,Генерала Тюленева,Тёплый Стан,Коньково,1081.0,Генерала Тюленева,2892.0,Тёплый Стан,1811.0,1252.0,1.007,1.0,1.0376991199809629,0.9929,1.1582,191653.42773268867
199351.0,2020-11-01,199 351 ₽/м²,41,"Москва, улица Академика Варги, 5",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B0%D1%80%D0%B3%D0%B8%2C+5&totalArea=76.2&roomsCount=4&offerId=308144018&floor=floorOne&repairType=repairTypeCosmetic,1994,,14,,2.64,Отсутствует,Центральное,Другие,8.0,16 пассажирских,8,346.0,Нет,Нет,Да,Да,На счете регионального оператора,1036.0,2470.0,2908.0,Генерала Тюленева,Тютчевская,Тёплый Стан,1036.0,Генерала Тюленева,2908.0,Тёплый Стан,1872.0,1252.0,1.007,1.0,1.0376991199809629,0.9929,1.1582,172121.39526852014
201422.0,2020-11-01,201 422 ₽/м²,51,"Москва, улица Академика Варги, 28",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B0%D1%80%D0%B3%D0%B8%2C+28&totalArea=32.6&roomsCount=1&offerId=307775309&floor=floorOther&repairType=repairTypeDesign,1974,,9,,2.64,Отсутствует,Центральное,Другие,16.0,16 пассажирских,16,576.0,Нет,Нет,Да,Да,На счете регионального оператора,1484.0,1601.0,3235.0,Генерала Тюленева,Тропарёво,Тёплый Стан,1484.0,Генерала Тюленева,1601.0,Тропарёво,117.0,1252.0,1.007,1.0,1.0376991199809629,0.9929,1.1582,173909.51476428943
283933.0,2020-11-01,283 933 ₽/м²,47,"Москва, улица Академика Виноградова, 1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+1&totalArea=102.2&roomsCount=3&offerId=311371966&floor=floorOther&repairType=repairTypeEuro,2011,Монолитный,23,Индивидуальный проект,2.8,Отсутствует,Центральное,Железобетонные,5.0,"5 пассажирских, 5 грузовых",5,321.0,Нет,Нет,Да,Да,На счете регионального оператора,880.0,2434.0,3811.0,Генерала Тюленева,Тёплый Стан,Коньково,880.0,Генерала Тюленева,2434.0,Тёплый Стан,1554.0,1252.0,1.007,1.0,1.0376991199809629,0.9929,1.1582,245150.2331203592
176232.0,2020-11-01,176 232 ₽/м²,53,"Москва, улица Генерала Тюленева, 11",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0+%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C+11&totalArea=64.0&roomsCount=3&offerId=310743428&floor=floorOther&repairType=repairTypeCosmetic,1974,,12,,2.48,Отсутствует,Центральное,Другие,3.0,6 пассажирских,3,168.0,Нет,Нет,Да,Нет,На счете регионального оператора,534.0,1792.0,2085.0,Генерала Тюленева,Тютчевская,Тёплый Стан,534.0,Генерала Тюленева,2085.0,Тёплый Стан,1551.0,1252.0,1.007,1.0,1.0376991199809629,0.9929,1.1582,152160.24866171647
249763.0,2020-11-01,249 763 ₽/м²,27,"Москва, улица Островитянова, 9",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9&totalArea=66.6&roomsCount=2&offerId=311234104&floor=floorOther&repairType=repairTypeCosmetic,2004,,16,Индивидуальный проект,2.78,Отсутствует,Центральное,Другие,7.0,"7 пассажирских, 7 грузовых",7,335.0,Нет,Нет,Нет,Нет,На счете регионального оператора,1324.0,1874.0,2496.0,Университет Дружбы Народов,Коньково,Тропарёво,1324.0,Университет Дружбы Народов,1874.0,Коньково,550.0,1252.0,1.007,1.0,1.0376991199809629,0.9929,1.1582,215647.55655327233
