"value","reportDate","prettyValue","realty_id","Адрес","URL","Год.постройки","Этажность","Высота.потолков","Тип.перекрытий","Подъездов","Количество.лифтов","Квартир","Реновация","Аварийность","Детская.площадка","Спортивная.площадка","Расстояние.до.первой.станции","Расстояние.до.второй.станции","Расстояние.до.третьей.станции","Название.первой.станции","Название.второй.станции","Название.третьей.станции","Ближайшая.станция.после.тритмента.расстояние","Ближайшая.станция.после.тритмента","Ближайшая.станция.до.тритмента.расстояние","Ближайшая.станция.до.тритмента","Сокращение.расстояния","cumprod","discounted_value","Number.of.queries","treatment","weights","subclass"
343915,"2023-01-01","343 915 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.6162,212792.35243163,10806,0,1,"445"
289523,"2023-02-01","289 523 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.6162,179138.101720084,12911,0,1,"444"
268569,"2023-03-01","268 569 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.5821,169754.756336515,18245,0,1,"443"
275032,"2023-04-01","275 032 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.5821,173839.833133177,9486,0,1,"442"
262869,"2023-05-01","262 869 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.5821,166151.949939953,10085,0,1,"441"
272551,"2023-06-01","272 551 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.6062,169686.838500809,14051,0,1,"440"
308495,"2023-07-01","308 495 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.6062,192065.122649732,9180,0,1,"439"
325000,"2023-08-01","325 000 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.6062,202340.92890051,11598,0,1,"438"
313584,"2023-09-01","313 584 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.6539,189602.757119536,10264,0,1,"437"
305357,"2023-10-01","305 357 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.6539,184628.453957313,14628,0,1,"436"
285714,"2023-11-01","285 714 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.6539,172751.677852349,15790,0,1,"435"
343137,"2024-01-01","343 137 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.6539,207471.431162706,19351,0,1,"434"
343137,"2024-02-01","343 137 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.6539,207471.431162706,15252,0,1,"433"
329902,"2024-03-01","329 902 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.6694,197617.107942974,15879,0,1,"432"
306404,"2024-04-01","306 404 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.6694,183541.392116928,10367,0,1,"431"
309137,"2024-05-01","309 137 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.6694,185178.507248113,12641,0,1,"430"
297599,"2024-06-01","297 599 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.7547,169601.071408218,21350,0,1,"289"
309069,"2024-07-01","309 069 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.7547,176137.801333561,14210,0,1,"288"
343137,"2024-08-01","343 137 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.7547,195553.085997606,28204,0,1,"287"
314115,"2024-09-01","314 115 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.6769,187318.862186177,78510,0,1,"286"
303303,"2024-10-01","303 303 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.6769,180871.250521796,19733,0,1,"285"
296148,"2024-11-01","296 148 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.6769,176604.448685074,17202,0,1,"284"
270867,"2024-12-01","270 867 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.6248,166707.902511078,38138,0,1,"283"
270867,"2025-01-01","270 867 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.6248,166707.902511078,20747,0,1,"282"
301780,"2025-02-01","301 780 ₽/м²",7,"Москва, Миклухо-Маклая улица, 27К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+27%D0%9A1&totalArea=73.8&roomsCount=3&offerId=308129789&floor=floorOther&repairType=repairTypeWithout",1981,16,2.64,"Другие",2,"4 пассажирских",126,"Нет","Нет","Нет","Нет",825,1180,2075,"Университет Дружбы Народов","Беляево","Калужская",825,"Университет Дружбы Народов",1180,"Беляево",355,1.6248,185733.628754308,15638,0,1,"281"
213595,"2020-05-01","213 595 ₽/м²",8,"Москва, улица Саморы Машела, 8к3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+8%D0%BA3&totalArea=58.0&roomsCount=2&offerId=309527570&floor=floorOther&repairType=repairTypeWithout",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",751,2133,3079,"Университет Дружбы Народов","Коньково","Тропарёво",751,"Университет Дружбы Народов",2133,"Коньково",1382,1.6248,131459.25652388,89,1,1,"95"
238507,"2020-06-01","238 507 ₽/м²",8,"Москва, улица Саморы Машела, 8к3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+8%D0%BA3&totalArea=58.0&roomsCount=2&offerId=309527570&floor=floorOther&repairType=repairTypeWithout",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",751,2133,3079,"Университет Дружбы Народов","Коньково","Тропарёво",751,"Университет Дружбы Народов",2133,"Коньково",1382,1.0508,226976.589265322,140,1,1,"96"
243370,"2020-07-01","243 370 ₽/м²",8,"Москва, улица Саморы Машела, 8к3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+8%D0%BA3&totalArea=58.0&roomsCount=2&offerId=309527570&floor=floorOther&repairType=repairTypeWithout",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",751,2133,3079,"Университет Дружбы Народов","Коньково","Тропарёво",751,"Университет Дружбы Народов",2133,"Коньково",1382,1.0508,231604.491815759,285,1,1,"97"
248390,"2020-08-01","248 390 ₽/м²",8,"Москва, улица Саморы Машела, 8к3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+8%D0%BA3&totalArea=58.0&roomsCount=2&offerId=309527570&floor=floorOther&repairType=repairTypeWithout",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",751,2133,3079,"Университет Дружбы Народов","Коньково","Тропарёво",751,"Университет Дружбы Народов",2133,"Коньково",1382,1.0508,236381.804339551,231,1,1,"98"
252501,"2020-09-01","252 501 ₽/м²",8,"Москва, улица Саморы Машела, 8к3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+8%D0%BA3&totalArea=58.0&roomsCount=2&offerId=309527570&floor=floorOther&repairType=repairTypeWithout",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",751,2133,3079,"Университет Дружбы Народов","Коньково","Тропарёво",751,"Университет Дружбы Народов",2133,"Коньково",1382,1.1582,218011.569677085,165,1,1,"99"
253665,"2020-10-01","253 665 ₽/м²",8,"Москва, улица Саморы Машела, 8к3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+8%D0%BA3&totalArea=58.0&roomsCount=2&offerId=309527570&floor=floorOther&repairType=repairTypeWithout",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",751,2133,3079,"Университет Дружбы Народов","Коньково","Тропарёво",751,"Университет Дружбы Народов",2133,"Коньково",1382,1.1582,219016.577447764,171,1,1,"100"
253528,"2020-11-01","253 528 ₽/м²",8,"Москва, улица Саморы Машела, 8к3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+8%D0%BA3&totalArea=58.0&roomsCount=2&offerId=309527570&floor=floorOther&repairType=repairTypeWithout",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",751,2133,3079,"Университет Дружбы Народов","Коньково","Тропарёво",751,"Университет Дружбы Народов",2133,"Коньково",1382,1.1582,218898.290450699,1252,1,1,"101"
276316,"2020-12-01","276 316 ₽/м²",8,"Москва, улица Саморы Машела, 8к3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+8%D0%BA3&totalArea=58.0&roomsCount=2&offerId=309527570&floor=floorOther&repairType=repairTypeWithout",2003,22,2.64,"Другие",2,"4 пассажирских, 2 грузовых",166,"Нет","Нет","Нет","Нет",751,2133,3079,"Университет Дружбы Народов","Коньково","Тропарёво",751,"Университет Дружбы Народов",2133,"Коньково",1382,1.2571,219804.31151062,3965,1,1,"102"
