"value","reportDate","prettyValue","realty_id","Адрес","URL","Год.постройки","Этажность","Высота.потолков","Тип.перекрытий","Подъездов","Количество.лифтов","Квартир","Реновация","Аварийность","Детская.площадка","Спортивная.площадка","Расстояние.до.первой.станции","Расстояние.до.второй.станции","Расстояние.до.третьей.станции","Название.первой.станции","Название.второй.станции","Название.третьей.станции","Ближайшая.станция.после.тритмента.расстояние","Ближайшая.станция.после.тритмента","Ближайшая.станция.до.тритмента.расстояние","Ближайшая.станция.до.тритмента","Сокращение.расстояния","cumprod","discounted_value","Number.of.queries","treatment","distance","weights","subclass"
303704,"2022-04-01","303 704 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,22,2.78,"Железобетонные",2,"4 пассажирских, 2 грузовых",121,"Нет","Нет","Нет","Нет",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.4572,208416.140543508,4312,0,0.457134300619682,1,"226"
303704,"2022-05-01","303 704 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,22,2.78,"Железобетонные",2,"4 пассажирских, 2 грузовых",121,"Нет","Нет","Нет","Нет",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.4572,208416.140543508,6927,0,0.457134300619682,1,"225"
348936,"2022-10-01","348 936 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,22,2.78,"Железобетонные",2,"4 пассажирских, 2 грузовых",121,"Нет","Нет","Нет","Нет",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.4572,239456.491902278,14684,0,0.457134300619682,1,"224"
330931,"2022-11-01","330 931 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,22,2.78,"Железобетонные",2,"4 пассажирских, 2 грузовых",121,"Нет","Нет","Нет","Нет",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.4572,227100.603897886,24961,0,0.457134300619682,1,"223"
342164,"2023-08-01","342 164 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,22,2.78,"Железобетонные",2,"4 пассажирских, 2 грузовых",121,"Нет","Нет","Нет","Нет",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.4572,234809.223167719,11598,0,0.457134300619682,1,"222"
347826,"2023-09-01","347 826 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,22,2.78,"Железобетонные",2,"4 пассажирских, 2 грузовых",121,"Нет","Нет","Нет","Нет",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.6539,210306.548158897,10264,0,0.457134300619682,1,"221"
336066,"2024-02-01","336 066 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,22,2.78,"Железобетонные",2,"4 пассажирских, 2 грузовых",121,"Нет","Нет","Нет","Нет",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.6539,203196.081988028,15252,0,0.457134300619682,1,"220"
336438,"2024-03-01","336 438 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,22,2.78,"Железобетонные",2,"4 пассажирских, 2 грузовых",121,"Нет","Нет","Нет","Нет",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.6694,201532.287049239,15879,0,0.457134300619682,1,"219"
328453,"2024-04-01","328 453 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,22,2.78,"Железобетонные",2,"4 пассажирских, 2 грузовых",121,"Нет","Нет","Нет","Нет",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.6694,196749.131424464,10367,0,0.457134300619682,1,"218"
328029,"2024-05-01","328 029 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,22,2.78,"Железобетонные",2,"4 пассажирских, 2 грузовых",121,"Нет","Нет","Нет","Нет",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.6694,196495.14795735,12641,0,0.457134300619682,1,"217"
325897,"2024-06-01","325 897 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,22,2.78,"Железобетонные",2,"4 пассажирских, 2 грузовых",121,"Нет","Нет","Нет","Нет",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.7547,185728.044680002,21350,0,0.457134300619682,1,"119"
325869,"2024-07-01","325 869 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,22,2.78,"Железобетонные",2,"4 пассажирских, 2 грузовых",121,"Нет","Нет","Нет","Нет",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.7547,185712.087536331,14210,0,0.457134300619682,1,"118"
324347,"2024-08-01","324 347 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,22,2.78,"Железобетонные",2,"4 пассажирских, 2 грузовых",121,"Нет","Нет","Нет","Нет",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.7547,184844.702798199,28204,0,0.457134300619682,1,"117"
322660,"2024-09-01","322 660 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,22,2.78,"Железобетонные",2,"4 пассажирских, 2 грузовых",121,"Нет","Нет","Нет","Нет",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.6769,192414.574512493,78510,0,0.457134300619682,1,"116"
322022,"2024-10-01","322 022 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,22,2.78,"Железобетонные",2,"4 пассажирских, 2 грузовых",121,"Нет","Нет","Нет","Нет",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.6769,192034.110561154,19733,0,0.457134300619682,1,"115"
321133,"2024-11-01","321 133 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,22,2.78,"Железобетонные",2,"4 пассажирских, 2 грузовых",121,"Нет","Нет","Нет","Нет",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.6769,191503.965650903,17202,0,0.457134300619682,1,"114"
321133,"2024-12-01","321 133 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,22,2.78,"Железобетонные",2,"4 пассажирских, 2 грузовых",121,"Нет","Нет","Нет","Нет",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.6248,197644.633185623,38138,0,0.457134300619682,1,"113"
324739,"2025-01-01","324 739 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,22,2.78,"Железобетонные",2,"4 пассажирских, 2 грузовых",121,"Нет","Нет","Нет","Нет",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.6248,199863.983259478,20747,0,0.457134300619682,1,"112"
323991,"2025-02-01","323 991 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,22,2.78,"Железобетонные",2,"4 пассажирских, 2 грузовых",121,"Нет","Нет","Нет","Нет",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.6248,199403.618906942,15638,0,0.457134300619682,1,"111"
229730,"2020-05-01","229 730 ₽/м²",26,"Москва, улица Островитянова, 5К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+5%D0%9A3&totalArea=51.0&roomsCount=1&offerId=311125656&floor=floorOther&repairType=repairTypeEuro",2004,16,2.78,"Железобетонные",4,"4 пассажирских, 4 грузовых",194,"Нет","Нет","Да","Да",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.6248,141389.709502708,89,0,0.383691068442735,1,"134"
320627,"2020-06-01","320 627 ₽/м²",26,"Москва, улица Островитянова, 5К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+5%D0%9A3&totalArea=51.0&roomsCount=1&offerId=311125656&floor=floorOther&repairType=repairTypeEuro",2004,16,2.78,"Железобетонные",4,"4 пассажирских, 4 грузовых",194,"Нет","Нет","Да","Да",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.0508,305126.570232204,140,0,0.383691068442735,1,"135"
350838,"2020-07-01","350 838 ₽/м²",26,"Москва, улица Островитянова, 5К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+5%D0%9A3&totalArea=51.0&roomsCount=1&offerId=311125656&floor=floorOther&repairType=repairTypeEuro",2004,16,2.78,"Железобетонные",4,"4 пассажирских, 4 грузовых",194,"Нет","Нет","Да","Да",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.0508,333877.046060145,285,0,0.383691068442735,1,"136"
336096,"2020-08-01","336 096 ₽/м²",26,"Москва, улица Островитянова, 5К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+5%D0%9A3&totalArea=51.0&roomsCount=1&offerId=311125656&floor=floorOther&repairType=repairTypeEuro",2004,16,2.78,"Железобетонные",4,"4 пассажирских, 4 грузовых",194,"Нет","Нет","Да","Да",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.0508,319847.735059003,231,0,0.383691068442735,1,"137"
331376,"2020-09-01","331 376 ₽/м²",26,"Москва, улица Островитянова, 5К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+5%D0%9A3&totalArea=51.0&roomsCount=1&offerId=311125656&floor=floorOther&repairType=repairTypeEuro",2004,16,2.78,"Железобетонные",4,"4 пассажирских, 4 грузовых",194,"Нет","Нет","Да","Да",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.1582,286112.933862891,165,0,0.383691068442735,1,"138"
331376,"2020-10-01","331 376 ₽/м²",26,"Москва, улица Островитянова, 5К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+5%D0%9A3&totalArea=51.0&roomsCount=1&offerId=311125656&floor=floorOther&repairType=repairTypeEuro",2004,16,2.78,"Железобетонные",4,"4 пассажирских, 4 грузовых",194,"Нет","Нет","Да","Да",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.1582,286112.933862891,171,0,0.383691068442735,1,"139"
403292,"2020-11-01","403 292 ₽/м²",26,"Москва, улица Островитянова, 5К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+5%D0%9A3&totalArea=51.0&roomsCount=1&offerId=311125656&floor=floorOther&repairType=repairTypeEuro",2004,16,2.78,"Железобетонные",4,"4 пассажирских, 4 грузовых",194,"Нет","Нет","Да","Да",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.1582,348205.836643067,1252,0,0.383691068442735,1,"140"
403292,"2020-12-01","403 292 ₽/м²",26,"Москва, улица Островитянова, 5К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+5%D0%9A3&totalArea=51.0&roomsCount=1&offerId=311125656&floor=floorOther&repairType=repairTypeEuro",2004,16,2.78,"Железобетонные",4,"4 пассажирских, 4 грузовых",194,"Нет","Нет","Да","Да",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.2571,320811.391297431,3965,0,0.383691068442735,1,"141"
250000,"2021-01-01","250 000 ₽/м²",26,"Москва, улица Островитянова, 5К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+5%D0%9A3&totalArea=51.0&roomsCount=1&offerId=311125656&floor=floorOther&repairType=repairTypeEuro",2004,16,2.78,"Железобетонные",4,"4 пассажирских, 4 грузовых",194,"Нет","Нет","Да","Да",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.2571,198870.41603691,4242,0,0.383691068442735,1,"142"
410700,"2021-03-01","410 700 ₽/м²",26,"Москва, улица Островитянова, 5К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+5%D0%9A3&totalArea=51.0&roomsCount=1&offerId=311125656&floor=floorOther&repairType=repairTypeEuro",2004,16,2.78,"Железобетонные",4,"4 пассажирских, 4 грузовых",194,"Нет","Нет","Да","Да",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.2618,325487.398953875,5047,0,0.383691068442735,1,"143"
370370,"2021-04-01","370 370 ₽/м²",26,"Москва, улица Островитянова, 5К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+5%D0%9A3&totalArea=51.0&roomsCount=1&offerId=311125656&floor=floorOther&repairType=repairTypeEuro",2004,16,2.78,"Железобетонные",4,"4 пассажирских, 4 грузовых",194,"Нет","Нет","Да","Да",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.2618,293525.122840387,4886,0,0.383691068442735,1,"144"
308548,"2021-05-01","308 548 ₽/м²",26,"Москва, улица Островитянова, 5К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+5%D0%9A3&totalArea=51.0&roomsCount=1&offerId=311125656&floor=floorOther&repairType=repairTypeEuro",2004,16,2.78,"Железобетонные",4,"4 пассажирских, 4 грузовых",194,"Нет","Нет","Да","Да",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.2618,244530.036455857,3581,0,0.383691068442735,1,"145"
291120,"2021-06-01","291 120 ₽/м²",26,"Москва, улица Островитянова, 5К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+5%D0%9A3&totalArea=51.0&roomsCount=1&offerId=311125656&floor=floorOther&repairType=repairTypeEuro",2004,16,2.78,"Железобетонные",4,"4 пассажирских, 4 грузовых",194,"Нет","Нет","Да","Да",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,1.3949,208703.132841064,8302,0,0.383691068442735,1,"146"
