"value","reportDate","prettyValue","realty_id","Адрес","URL","Год.постройки","Тип.дома","Этажность","Строительная.серия","Высота.потолков","Газоснабжение","Отопление","Тип.перекрытий","Подъездов","Количество.лифтов","Мусоропроводов","Квартир","Реновация","Аварийность","Детская.площадка","Спортивная.площадка","Фонд.капитального.ремонта","Расстояние.до.первой.станции","Расстояние.до.второй.станции","Расстояние.до.третьей.станции","Название.первой.станции","Название.второй.станции","Название.третьей.станции","Ближайшая.станция.после.тритмента.расстояние","Ближайшая.станция.после.тритмента","Ближайшая.станция.до.тритмента.расстояние","Ближайшая.станция.до.тритмента","Сокращение.расстояния","Number.of.queries","cumprod","discounted_value","treatment","distance","weights","subclass","dummy_2021","dummy_2022","dummy_2023","dummy_2024","dummy_2025","Универcитет","Корниловская","Генерала_тюленева"
268187,"2021-03-01","268 187 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,5047,1.2618,212543.192265018,0,0.499235564206842,1,"115",1,0,0,0,0,1,0,0
271444,"2021-04-01","271 444 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,4886,1.2618,215124.425423997,0,0.499235564206842,1,"114",1,0,0,0,0,1,0,0
271444,"2021-05-01","271 444 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,3581,1.2618,215124.425423997,0,0.499235564206842,1,"113",1,0,0,0,0,1,0,0
215172,"2021-07-01","215 172 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,15217,1.2618,170527.817403709,0,0.499235564206842,1,"112",1,0,0,0,0,1,0,0
217938,"2021-08-01","217 938 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,7491,1.2618,172719.923918212,0,0.499235564206842,1,"111",1,0,0,0,0,1,0,0
217938,"2021-09-01","217 938 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,11447,1.4572,149559.429041998,0,0.499235564206842,1,"110",1,0,0,0,0,1,0,0
319149,"2022-02-01","319 149 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,4637,1.4572,219015.234696679,0,0.499235564206842,1,"109",0,1,0,0,0,1,0,0
303704,"2022-04-01","303 704 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,4312,1.4572,208416.140543508,0,0.499235564206842,1,"108",0,1,0,0,0,1,0,0
303704,"2022-05-01","303 704 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,6927,1.4572,208416.140543508,0,0.499235564206842,1,"107",0,1,0,0,0,1,0,0
348936,"2022-10-01","348 936 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,14684,1.4572,239456.491902278,0,0.499235564206842,1,"106",0,1,0,0,0,1,0,0
330931,"2022-11-01","330 931 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,24961,1.4572,227100.603897886,0,0.499235564206842,1,"105",0,1,0,0,0,1,0,0
342164,"2023-08-01","342 164 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,11598,1.4572,234809.223167719,0,0.499235564206842,1,"104",0,0,1,0,0,1,0,0
347826,"2023-09-01","347 826 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,10264,1.6539,210306.548158897,0,0.499235564206842,1,"103",0,0,1,0,0,1,0,0
336066,"2024-02-01","336 066 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,15252,1.6539,203196.081988028,0,0.499235564206842,1,"102",0,0,0,1,0,1,0,0
336438,"2024-03-01","336 438 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,15879,1.6694,201532.287049239,0,0.499235564206842,1,"101",0,0,0,1,0,1,0,0
328453,"2024-04-01","328 453 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,10367,1.6694,196749.131424464,0,0.499235564206842,1,"100",0,0,0,1,0,1,0,0
328029,"2024-05-01","328 029 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,12641,1.6694,196495.14795735,0,0.499235564206842,1,"99",0,0,0,1,0,1,0,0
325897,"2024-06-01","325 897 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,21350,1.7547,185728.044680002,0,0.499235564206842,1,"98",0,0,0,1,0,1,0,0
325869,"2024-07-01","325 869 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,14210,1.7547,185712.087536331,0,0.499235564206842,1,"97",0,0,0,1,0,1,0,0
324347,"2024-08-01","324 347 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,28204,1.7547,184844.702798199,0,0.499235564206842,1,"96",0,0,0,1,0,1,0,0
322660,"2024-09-01","322 660 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,78510,1.6769,192414.574512493,0,0.499235564206842,1,"95",0,0,0,1,0,1,0,0
322022,"2024-10-01","322 022 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,19733,1.6769,192034.110561154,0,0.499235564206842,1,"94",0,0,0,1,0,1,0,0
321133,"2024-11-01","321 133 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,17202,1.6769,191503.965650903,0,0.499235564206842,1,"93",0,0,0,1,0,1,0,0
321133,"2024-12-01","321 133 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,38138,1.6248,197644.633185623,0,0.499235564206842,1,"41",0,0,0,1,0,1,0,0
324739,"2025-01-01","324 739 ₽/м²",25,"Москва, улица Островитянова, 9К5","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic",2004,"Панельный",22,"Индивидуальный проект",2.78,"Отсутствует","Центральное","Железобетонные",2,"4 пассажирских, 2 грузовых","2",121,"Нет","Нет","Нет","Нет","На счете регионального оператора",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,20747,1.6248,199863.983259478,0,0.499235564206842,1,"40",0,0,0,0,1,1,0,0
229730,"2020-05-01","229 730 ₽/м²",26,"Москва, улица Островитянова, 5К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+5%D0%9A3&totalArea=51.0&roomsCount=1&offerId=311125656&floor=floorOther&repairType=repairTypeEuro",2004,"Монолитный",16,"И-155",2.78,"Отсутствует","Центральное","Железобетонные",4,"4 пассажирских, 4 грузовых","4",194,"Нет","Нет","Да","Да","На специальном счете организации",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,89,1.6248,141389.709502708,0,0.362733441429841,1,"898",0,0,0,0,0,1,0,0
320627,"2020-06-01","320 627 ₽/м²",26,"Москва, улица Островитянова, 5К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+5%D0%9A3&totalArea=51.0&roomsCount=1&offerId=311125656&floor=floorOther&repairType=repairTypeEuro",2004,"Монолитный",16,"И-155",2.78,"Отсутствует","Центральное","Железобетонные",4,"4 пассажирских, 4 грузовых","4",194,"Нет","Нет","Да","Да","На специальном счете организации",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,140,1.0508,305126.570232204,0,0.362733441429841,1,"897",0,0,0,0,0,1,0,0
350838,"2020-07-01","350 838 ₽/м²",26,"Москва, улица Островитянова, 5К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+5%D0%9A3&totalArea=51.0&roomsCount=1&offerId=311125656&floor=floorOther&repairType=repairTypeEuro",2004,"Монолитный",16,"И-155",2.78,"Отсутствует","Центральное","Железобетонные",4,"4 пассажирских, 4 грузовых","4",194,"Нет","Нет","Да","Да","На специальном счете организации",1317,2144,2423,"Университет Дружбы Народов","Коньково","Тропарёво",1317,"Университет Дружбы Народов",2144,"Коньково",827,285,1.0508,333877.046060145,0,0.362733441429841,1,"896",0,0,0,0,0,1,0,0
