"value","reportDate","prettyValue","realty_id","Адрес","URL","Год.постройки","Тип.дома","Этажность","Строительная.серия","Высота.потолков","Газоснабжение","Отопление","Тип.перекрытий","Подъездов","Количество.лифтов","Мусоропроводов","Квартир","Реновация","Аварийность","Детская.площадка","Спортивная.площадка","Фонд.капитального.ремонта","Расстояние.до.первой.станции","Расстояние.до.второй.станции","Расстояние.до.третьей.станции","Название.первой.станции","Название.второй.станции","Название.третьей.станции","Ближайшая.станция.после.тритмента.расстояние","Ближайшая.станция.после.тритмента","Ближайшая.станция.до.тритмента.расстояние","Ближайшая.станция.до.тритмента","Сокращение.расстояния","Number.of.queries","cumprod","discounted_value","treatment","distance","weights","subclass","dummy_2021","dummy_2022","dummy_2023","dummy_2024","dummy_2025","Универcитет","Корниловская","Генерала_тюленева"
253441,"2022-06-01","253 441 ₽/м²",43,"Москва, улица Академика Виноградова, 4К2","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+4%D0%9A2&totalArea=40.0&roomsCount=2&offerId=310967629&floor=floorOther",1975,"",14,"",2.64,"Отсутствует","Центральное","Другие",1,"2 пассажирских","1",96,"Нет","Нет","Да","Нет","На счете регионального оператора",924,2754,4133,"Генерала Тюленева","Тёплый Стан","Коньково",924,"Генерала Тюленева",2754,"Тёплый Стан",1830,9903,1.5665,161788.062559847,1,0.351207126958082,1,"932",0,1,0,0,0,0,0,1
276144,"2022-07-01","276 144 ₽/м²",43,"Москва, улица Академика Виноградова, 4К2","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+4%D0%9A2&totalArea=40.0&roomsCount=2&offerId=310967629&floor=floorOther",1975,"",14,"",2.64,"Отсутствует","Центральное","Другие",1,"2 пассажирских","1",96,"Нет","Нет","Да","Нет","На счете регионального оператора",924,2754,4133,"Генерала Тюленева","Тёплый Стан","Коньково",924,"Генерала Тюленева",2754,"Тёплый Стан",1830,5384,1.5665,176280.880944781,1,0.351207126958082,1,"933",0,1,0,0,0,0,0,1
242678,"2022-08-01","242 678 ₽/м²",43,"Москва, улица Академика Виноградова, 4К2","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+4%D0%9A2&totalArea=40.0&roomsCount=2&offerId=310967629&floor=floorOther",1975,"",14,"",2.64,"Отсутствует","Центральное","Другие",1,"2 пассажирских","1",96,"Нет","Нет","Да","Нет","На счете регионального оператора",924,2754,4133,"Генерала Тюленева","Тёплый Стан","Коньково",924,"Генерала Тюленева",2754,"Тёплый Стан",1830,6974,1.5665,154917.331631025,1,0.351207126958082,1,"934",0,1,0,0,0,0,0,1
238494,"2022-09-01","238 494 ₽/м²",43,"Москва, улица Академика Виноградова, 4К2","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+4%D0%9A2&totalArea=40.0&roomsCount=2&offerId=310967629&floor=floorOther",1975,"",14,"",2.64,"Отсутствует","Центральное","Другие",1,"2 пассажирских","1",96,"Нет","Нет","Да","Нет","На счете регионального оператора",924,2754,4133,"Генерала Тюленева","Тёплый Стан","Коньково",924,"Генерала Тюленева",2754,"Тёплый Стан",1830,6155,1.5985,149198.623709728,1,0.351207126958082,1,"935",0,1,0,0,0,0,0,1
247513,"2022-10-01","247 513 ₽/м²",43,"Москва, улица Академика Виноградова, 4К2","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+4%D0%9A2&totalArea=40.0&roomsCount=2&offerId=310967629&floor=floorOther",1975,"",14,"",2.64,"Отсутствует","Центральное","Другие",1,"2 пассажирских","1",96,"Нет","Нет","Да","Нет","На счете регионального оператора",924,2754,4133,"Генерала Тюленева","Тёплый Стан","Коньково",924,"Генерала Тюленева",2754,"Тёплый Стан",1830,14684,1.5985,154840.788238974,1,0.351207126958082,1,"936",0,1,0,0,0,0,0,1
241245,"2022-11-01","241 245 ₽/м²",43,"Москва, улица Академика Виноградова, 4К2","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+4%D0%9A2&totalArea=40.0&roomsCount=2&offerId=310967629&floor=floorOther",1975,"",14,"",2.64,"Отсутствует","Центральное","Другие",1,"2 пассажирских","1",96,"Нет","Нет","Да","Нет","На счете регионального оператора",924,2754,4133,"Генерала Тюленева","Тёплый Стан","Коньково",924,"Генерала Тюленева",2754,"Тёплый Стан",1830,24961,1.5985,150919.612136378,1,0.351207126958082,1,"937",0,1,0,0,0,0,0,1
233642,"2022-12-01","233 642 ₽/м²",43,"Москва, улица Академика Виноградова, 4К2","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+4%D0%9A2&totalArea=40.0&roomsCount=2&offerId=310967629&floor=floorOther",1975,"",14,"",2.64,"Отсутствует","Центральное","Другие",1,"2 пассажирских","1",96,"Нет","Нет","Да","Нет","На счете регионального оператора",924,2754,4133,"Генерала Тюленева","Тёплый Стан","Коньково",924,"Генерала Тюленева",2754,"Тёплый Стан",1830,17100,1.6162,144562.554139339,1,0.351207126958082,1,"938",0,1,0,0,0,0,0,1
252551,"2023-01-01","252 551 ₽/м²",43,"Москва, улица Академика Виноградова, 4К2","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+4%D0%9A2&totalArea=40.0&roomsCount=2&offerId=310967629&floor=floorOther",1975,"",14,"",2.64,"Отсутствует","Центральное","Другие",1,"2 пассажирских","1",96,"Нет","Нет","Да","Нет","На счете регионального оператора",924,2754,4133,"Генерала Тюленева","Тёплый Стан","Коньково",924,"Генерала Тюленева",2754,"Тёплый Стан",1830,10806,1.6162,156262.220022274,1,0.351207126958082,1,"939",0,0,1,0,0,0,0,1
271837,"2023-02-01","271 837 ₽/м²",43,"Москва, улица Академика Виноградова, 4К2","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+4%D0%9A2&totalArea=40.0&roomsCount=2&offerId=310967629&floor=floorOther",1975,"",14,"",2.64,"Отсутствует","Центральное","Другие",1,"2 пассажирских","1",96,"Нет","Нет","Да","Нет","На счете регионального оператора",924,2754,4133,"Генерала Тюленева","Тёплый Стан","Коньково",924,"Генерала Тюленева",2754,"Тёплый Стан",1830,12911,1.6162,168195.149115209,1,0.351207126958082,1,"940",0,0,1,0,0,0,0,1
258689,"2023-03-01","258 689 ₽/м²",43,"Москва, улица Академика Виноградова, 4К2","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+4%D0%9A2&totalArea=40.0&roomsCount=2&offerId=310967629&floor=floorOther",1975,"",14,"",2.64,"Отсутствует","Центральное","Другие",1,"2 пассажирских","1",96,"Нет","Нет","Да","Нет","На счете регионального оператора",924,2754,4133,"Генерала Тюленева","Тёплый Стан","Коньково",924,"Генерала Тюленева",2754,"Тёплый Стан",1830,18245,1.5821,163509.891915808,1,0.351207126958082,1,"941",0,0,1,0,0,0,0,1
254900,"2023-04-01","254 900 ₽/м²",43,"Москва, улица Академика Виноградова, 4К2","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+4%D0%9A2&totalArea=40.0&roomsCount=2&offerId=310967629&floor=floorOther",1975,"",14,"",2.64,"Отсутствует","Центральное","Другие",1,"2 пассажирских","1",96,"Нет","Нет","Да","Нет","На счете регионального оператора",924,2754,4133,"Генерала Тюленева","Тёплый Стан","Коньково",924,"Генерала Тюленева",2754,"Тёплый Стан",1830,9486,1.5821,161114.973769041,1,0.351207126958082,1,"942",0,0,1,0,0,0,0,1
164407,"2020-03-01","164 407 ₽/м²",44,"Москва, улица Академика Виноградова, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+6&totalArea=60.0&roomsCount=3&offerId=308397152&floor=floorOther&repairType=repairTypeEuro",1975,"Панельный",9,"",2.64,"Отсутствует","Центральное","Железобетонные",8,"8 пассажирских","8",288,"Нет","Нет","Нет","Нет","На специальном счете организации",1081,2892,4270,"Генерала Тюленева","Тёплый Стан","Коньково",1081,"Генерала Тюленева",2892,"Тёплый Стан",1811,145,1,164407,1,0.523503842439135,1,"943",0,0,0,0,0,0,0,1
198148,"2020-06-01","198 148 ₽/м²",44,"Москва, улица Академика Виноградова, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+6&totalArea=60.0&roomsCount=3&offerId=308397152&floor=floorOther&repairType=repairTypeEuro",1975,"Панельный",9,"",2.64,"Отсутствует","Центральное","Железобетонные",8,"8 пассажирских","8",288,"Нет","Нет","Нет","Нет","На специальном счете организации",1081,2892,4270,"Генерала Тюленева","Тёплый Стан","Коньково",1081,"Генерала Тюленева",2892,"Тёплый Стан",1811,140,1.0508,188568.709554625,1,0.523503842439135,1,"944",0,0,0,0,0,0,0,1
209295,"2020-07-01","209 295 ₽/м²",44,"Москва, улица Академика Виноградова, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+6&totalArea=60.0&roomsCount=3&offerId=308397152&floor=floorOther&repairType=repairTypeEuro",1975,"Панельный",9,"",2.64,"Отсутствует","Центральное","Железобетонные",8,"8 пассажирских","8",288,"Нет","Нет","Нет","Нет","На специальном счете организации",1081,2892,4270,"Генерала Тюленева","Тёплый Стан","Коньково",1081,"Генерала Тюленева",2892,"Тёплый Стан",1811,285,1.0508,199176.817662733,1,0.523503842439135,1,"945",0,0,0,0,0,0,0,1
204285,"2020-08-01","204 285 ₽/м²",44,"Москва, улица Академика Виноградова, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+6&totalArea=60.0&roomsCount=3&offerId=308397152&floor=floorOther&repairType=repairTypeEuro",1975,"Панельный",9,"",2.64,"Отсутствует","Центральное","Железобетонные",8,"8 пассажирских","8",288,"Нет","Нет","Нет","Нет","На специальном счете организации",1081,2892,4270,"Генерала Тюленева","Тёплый Стан","Коньково",1081,"Генерала Тюленева",2892,"Тёплый Стан",1811,231,1.0508,194409.021697754,1,0.523503842439135,1,"946",0,0,0,0,0,0,0,1
192593,"2020-09-01","192 593 ₽/м²",44,"Москва, улица Академика Виноградова, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+6&totalArea=60.0&roomsCount=3&offerId=308397152&floor=floorOther&repairType=repairTypeEuro",1975,"Панельный",9,"",2.64,"Отсутствует","Центральное","Железобетонные",8,"8 пассажирских","8",288,"Нет","Нет","Нет","Нет","На специальном счете организации",1081,2892,4270,"Генерала Тюленева","Тёплый Стан","Коньково",1081,"Генерала Тюленева",2892,"Тёплый Стан",1811,165,1.1582,166286.479019168,1,0.523503842439135,1,"947",0,0,0,0,0,0,0,1
207283,"2020-10-01","207 283 ₽/м²",44,"Москва, улица Академика Виноградова, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+6&totalArea=60.0&roomsCount=3&offerId=308397152&floor=floorOther&repairType=repairTypeEuro",1975,"Панельный",9,"",2.64,"Отсутствует","Центральное","Железобетонные",8,"8 пассажирских","8",288,"Нет","Нет","Нет","Нет","На специальном счете организации",1081,2892,4270,"Генерала Тюленева","Тёплый Стан","Коньково",1081,"Генерала Тюленева",2892,"Тёплый Стан",1811,171,1.1582,178969.953375928,1,0.523503842439135,1,"948",0,0,0,0,0,0,0,1
221973,"2020-11-01","221 973 ₽/м²",44,"Москва, улица Академика Виноградова, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+6&totalArea=60.0&roomsCount=3&offerId=308397152&floor=floorOther&repairType=repairTypeEuro",1975,"Панельный",9,"",2.64,"Отсутствует","Центральное","Железобетонные",8,"8 пассажирских","8",288,"Нет","Нет","Нет","Нет","На специальном счете организации",1081,2892,4270,"Генерала Тюленева","Тёплый Стан","Коньково",1081,"Генерала Тюленева",2892,"Тёплый Стан",1811,1252,1.1582,191653.427732689,1,0.523503842439135,1,"949",0,0,0,0,0,0,0,1
221973,"2020-12-01","221 973 ₽/м²",44,"Москва, улица Академика Виноградова, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+6&totalArea=60.0&roomsCount=3&offerId=308397152&floor=floorOther&repairType=repairTypeEuro",1975,"Панельный",9,"",2.64,"Отсутствует","Центральное","Железобетонные",8,"8 пассажирских","8",288,"Нет","Нет","Нет","Нет","На специальном счете организации",1081,2892,4270,"Генерала Тюленева","Тёплый Стан","Коньково",1081,"Генерала Тюленева",2892,"Тёплый Стан",1811,3965,1.2571,176575.451435844,1,0.523503842439135,1,"950",0,0,0,0,0,0,0,1
247706,"2021-02-01","247 706 ₽/м²",44,"Москва, улица Академика Виноградова, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+6&totalArea=60.0&roomsCount=3&offerId=308397152&floor=floorOther&repairType=repairTypeEuro",1975,"Панельный",9,"",2.64,"Отсутствует","Центральное","Железобетонные",8,"8 пассажирских","8",288,"Нет","Нет","Нет","Нет","На специальном счете организации",1081,2892,4270,"Генерала Тюленева","Тёплый Стан","Коньково",1081,"Генерала Тюленева",2892,"Тёплый Стан",1811,2360,1.2571,197045.581099356,1,0.523503842439135,1,"951",1,0,0,0,0,0,0,1
240827,"2021-03-01","240 827 ₽/м²",44,"Москва, улица Академика Виноградова, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+6&totalArea=60.0&roomsCount=3&offerId=308397152&floor=floorOther&repairType=repairTypeEuro",1975,"Панельный",9,"",2.64,"Отсутствует","Центральное","Железобетонные",8,"8 пассажирских","8",288,"Нет","Нет","Нет","Нет","На специальном счете организации",1081,2892,4270,"Генерала Тюленева","Тёплый Стан","Коньково",1081,"Генерала Тюленева",2892,"Тёплый Стан",1811,5047,1.2618,190859.882707244,1,0.523503842439135,1,"952",1,0,0,0,0,0,0,1
234295,"2021-04-01","234 295 ₽/м²",44,"Москва, улица Академика Виноградова, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+6&totalArea=60.0&roomsCount=3&offerId=308397152&floor=floorOther&repairType=repairTypeEuro",1975,"Панельный",9,"",2.64,"Отсутствует","Центральное","Железобетонные",8,"8 пассажирских","8",288,"Нет","Нет","Нет","Нет","На специальном счете организации",1081,2892,4270,"Генерала Тюленева","Тёплый Стан","Коньково",1081,"Генерала Тюленева",2892,"Тёплый Стан",1811,4886,1.2618,185683.15105405,1,0.523503842439135,1,"953",1,0,0,0,0,0,0,1
232955,"2021-05-01","232 955 ₽/м²",44,"Москва, улица Академика Виноградова, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+6&totalArea=60.0&roomsCount=3&offerId=308397152&floor=floorOther&repairType=repairTypeEuro",1975,"Панельный",9,"",2.64,"Отсутствует","Центральное","Железобетонные",8,"8 пассажирских","8",288,"Нет","Нет","Нет","Нет","На специальном счете организации",1081,2892,4270,"Генерала Тюленева","Тёплый Стан","Коньково",1081,"Генерала Тюленева",2892,"Тёплый Стан",1811,3581,1.2618,184621.176097638,1,0.523503842439135,1,"954",1,0,0,0,0,0,0,1
237149,"2021-06-01","237 149 ₽/м²",44,"Москва, улица Академика Виноградова, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+6&totalArea=60.0&roomsCount=3&offerId=308397152&floor=floorOther&repairType=repairTypeEuro",1975,"Панельный",9,"",2.64,"Отсутствует","Центральное","Железобетонные",8,"8 пассажирских","8",288,"Нет","Нет","Нет","Нет","На специальном счете организации",1081,2892,4270,"Генерала Тюленева","Тёплый Стан","Коньково",1081,"Генерала Тюленева",2892,"Тёплый Стан",1811,8302,1.3949,170011.470356298,1,0.523503842439135,1,"955",1,0,0,0,0,0,0,1
241089,"2021-07-01","241 089 ₽/м²",44,"Москва, улица Академика Виноградова, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+6&totalArea=60.0&roomsCount=3&offerId=308397152&floor=floorOther&repairType=repairTypeEuro",1975,"Панельный",9,"",2.64,"Отсутствует","Центральное","Железобетонные",8,"8 пассажирских","8",288,"Нет","Нет","Нет","Нет","На специальном счете организации",1081,2892,4270,"Генерала Тюленева","Тёплый Стан","Коньково",1081,"Генерала Тюленева",2892,"Тёплый Стан",1811,15217,1.3949,172836.045594666,1,0.523503842439135,1,"956",1,0,0,0,0,0,0,1
243518,"2021-08-01","243 518 ₽/м²",44,"Москва, улица Академика Виноградова, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+6&totalArea=60.0&roomsCount=3&offerId=308397152&floor=floorOther&repairType=repairTypeEuro",1975,"Панельный",9,"",2.64,"Отсутствует","Центральное","Железобетонные",8,"8 пассажирских","8",288,"Нет","Нет","Нет","Нет","На специальном счете организации",1081,2892,4270,"Генерала Тюленева","Тёплый Стан","Коньково",1081,"Генерала Тюленева",2892,"Тёплый Стан",1811,7491,1.3949,174577.389060148,1,0.523503842439135,1,"957",1,0,0,0,0,0,0,1
245403,"2021-09-01","245 403 ₽/м²",44,"Москва, улица Академика Виноградова, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+6&totalArea=60.0&roomsCount=3&offerId=308397152&floor=floorOther&repairType=repairTypeEuro",1975,"Панельный",9,"",2.64,"Отсутствует","Центральное","Железобетонные",8,"8 пассажирских","8",288,"Нет","Нет","Нет","Нет","На специальном счете организации",1081,2892,4270,"Генерала Тюленева","Тёплый Стан","Коньково",1081,"Генерала Тюленева",2892,"Тёплый Стан",1811,11447,1.4572,168407.219324732,1,0.523503842439135,1,"958",1,0,0,0,0,0,0,1
